ticker,id_share,industry,Index,P/E,EPS (ttm),Insider Own,Perf Week,Forward P/E,EPS next Y,Insider Trans,Perf Month,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Price,Recom,SMA20,SMA50,SMA200,Volume,Change,Market Cap_full_count,Income_full_count,Sales_full_count,Shs Outstand_full_count,Shs Float_full_count,Avg Volume_full_count,52_w_range_low,52_w_range_high,Volatility_low_%,Volatility_high_%
TMV,7564,Financial,-,,,,11.07,,,,15.19,,,,,22.11,,,,,12.19,,,,,8.31,,,,,25.87,,,,,-20.5,,,,,,42.66,2.21,,,,,69.53,Yes,,,,1.95,65.45,Yes,,-,,68.55,,11.11,19.37,11.36,1071242.0,4.74,,,,,,543870.0,48.05,86.23,2.55,2.91
TMKRU,7565,Financial,-,,-0.04,,-0.1,,,,-0.55,,,9.83,0.0,-1.04,,,,0.0,-1.04,-0.73,,,,-3.24,,,,,-0.45,,,,,-8.95,,,,,,7.23,0.06,,,,,44.44,No,,,,0.65,10.03,Yes,,-,,10.02,,-0.16,-0.59,-0.73,5879.0,-0.15,,,,,24730000.0,9180.0,9.34,11.0,0.74,0.35
TMUS,7566,Communication Services,S&P 500,51.88,2.41,0.1,3.6,21.46,125.75,-14.17,12.76,0.74,0.43,42.0,2.57,4.67,1.95,-40.8,0.26,2.67,-13.55,54.82,2.28,1.9,166.59,0.59,3.25,38.49,70.08,5.9,7.89,,746.83,23.6,3.9,-16.69,0.54,,0.8,16.4,56.7,23.27,3.87,75000.0,0.9,1.8,10.6,67.36,Yes,1.14,-45.0,4.9,1.21,128.08,Yes,1.06,Feb 02 AMC,0.0,125.13,1.9,12.56,10.1,-2.93,6901571.0,-2.3,156090000000000.0,3020000000000.0,80120000000000.0,1250000000000.0,591840000.0,5690000.0,101.51,150.2,2.7,2.85
TMKR,7567,Financial,-,62.28,0.16,,0.05,,,,-0.1,,,80.2,0.07,-0.1,,,0.27,0.51,1.55,7.37,1.34,2.6,,,0.01,1127.99,,2.9,-0.51,,,,,-6.29,,,2.8,,,3.47,0.02,,2.8,,,51.08,No,0.0,,,0.63,9.84,Yes,0.0,-,0.0,9.84,,0.07,0.02,0.5,22952.0,0.0,338400000.0,5500000.0,,34500000.0,27600000.0,37160.0,9.51,10.5,0.06,0.1
TMQ,7568,Basic Materials,-,,-0.17,22.0,0.0,,,-1.04,-7.36,,-0.02,47.89,0.36,-21.35,,642.1,,1.87,-25.98,1.5,1.01,-10.5,,-32.89,0.05,32.43,,-10.5,-8.48,,,63.9,,-50.65,1.19,,13.1,,,6.9,0.08,8.0,13.1,,,46.12,Yes,0.0,-135.0,,1.29,1.5,Yes,0.0,-,,1.51,2.0,-2.36,-5.08,-26.35,282610.0,0.67,282170000.0,-23900000.0,,144450000.0,115920000.0,221000.0,1.41,3.06,4.33,5.4
TMC,7569,Basic Materials,-,,-0.74,10.5,13.14,,73.7,3.72,-10.4,,-0.1,4.4,3.86,-52.31,,,4.24,2.36,-84.39,0.47,3.26,,9.17,-86.86,,,,,-25.48,,,,,-89.93,,,,,,34.78,0.16,3.0,,,,48.39,Yes,0.0,,,0.52,1.64,Yes,0.0,Nov 11 AMC,,1.55,2.7,7.68,-15.04,-76.05,1038512.0,-5.49,334490000.0,-21500000.0,,215800000.0,114780000.0,1880000.0,1.15,15.39,10.61,11.73
TMF,7570,Financial,-,,,,-10.33,,,,-14.68,,,,,-23.3,,,,,-20.91,,,,,-26.21,,,,,-22.57,0.63,,,,-32.82,,2.89,,,,4.22,0.89,,,,,30.92,Yes,,,,1.67,22.92,Yes,,-,,21.79,,-10.86,-18.71,-19.1,3418645.0,-4.93,,,,,,2060000.0,20.91,32.44,2.67,2.98
TMDI,7571,Healthcare,-,,-0.45,0.21,14.57,,20.0,0.0,0.8,,-0.13,4.53,,-61.35,3.48,,,0.42,-63.16,0.23,2.75,,,-79.68,,,,,0.78,,,,,-80.62,,,,,,26.0,0.06,,,,,52.82,No,,,,0.39,0.61,Yes,,Nov 11 BMO,,0.63,,8.63,-1.98,-53.38,293323.0,3.28,69880000.0,,20090000.0,110930000.0,,750260.0,0.5,3.25,8.52,9.14
TMHC,7572,Consumer Cyclical,-,7.75,3.75,0.3,-6.19,4.01,42.83,-64.29,-9.52,0.41,2.07,99.1,2.97,-7.65,0.57,-19.9,0.16,4.05,3.12,29.64,0.98,6.0,40.38,-3.55,2.89,10.07,19.1,13.5,-16.82,,19.43,1.7,3.9,-18.11,1.8,,,15.5,19.7,28.45,1.42,2700.0,,9.4,9.8,40.57,Yes,0.87,53.1,7.4,2.36,30.47,Yes,0.87,Feb 08 BMO,0.0,29.08,2.3,-4.61,-9.73,-0.25,1991311.0,-4.56,3760000000000.0,484700000.0,6550000000000.0,124380000.0,118360000.0,867920.0,22.64,35.51,4.61,4.49
TMFC,7573,Financial,-,,,,1.59,,,,-5.6,,,,,-6.61,,,,,-1.84,,,,,8.56,,,,,-8.7,0.1,,,,-10.26,,0.25,,,,21.15,0.98,,,,,45.99,Yes,,,,0.87,41.06,Yes,,-,,40.31,,0.05,-4.4,-1.38,46624.0,-1.83,,,,,,53610.0,33.27,44.92,1.81,2.47
TME,7574,Communication Services,-,18.28,0.34,5.63,10.16,2.66,-3.23,0.0,-13.48,,0.48,54.8,4.95,-21.38,2.06,3.9,-0.21,2.9,-37.41,4.75,1.32,5.5,9.63,-76.56,0.6,10.53,-6.06,7.2,-8.18,,10.49,,5.7,-80.49,,,2.6,,31.0,17.35,0.4,4769.0,2.6,3.0,10.5,50.19,Yes,0.11,-34.2,11.5,0.79,6.38,Yes,0.11,Nov 08 AMC,0.0,6.29,2.2,0.12,-2.39,-36.39,10736982.0,-1.41,10360000000000.0,580100000.0,5030000000000.0,1650000000000.0,787840000.0,13430000.0,5.36,32.25,5.69,6.34
TMDX,7575,Healthcare,-,,-1.38,3.3,8.75,,40.8,9.51,-10.08,,-0.42,74.1,4.4,-43.99,15.08,50.7,3.17,6.02,-47.78,2.84,5.56,-26.6,40.0,-50.92,3.82,4.13,,-41.0,-17.59,,,,-19.1,-68.1,,,7.0,,67.3,18.14,1.13,110.0,7.9,-23.9,,45.0,Yes,0.45,-149.7,,0.83,16.18,Yes,0.45,Nov 09 AMC,,15.79,2.0,2.54,-14.95,-39.35,163939.0,-2.41,425220000.0,-37900000.0,28200000.0,27700000.0,25550000.0,186710.0,13.36,49.5,7.1,7.43
TMCI,7576,Healthcare,-,,-0.25,13.6,12.12,,20.0,-11.44,3.57,,-0.01,26.7,2.04,-0.52,13.55,12.2,5.05,2.23,-17.58,1.85,11.45,,32.5,,2.01,10.53,,,13.68,,,,3.6,-42.99,,,11.7,,80.5,41.27,1.64,133.0,12.6,51.0,-8.5,62.96,Yes,0.3,-118.0,-13.8,1.73,20.22,Yes,0.3,Nov 04 AMC,,21.19,1.7,11.78,16.33,-15.86,532839.0,4.8,1150000000000.0,-11700000.0,85100000.0,52770000.0,34200000.0,312960.0,15.0,37.17,8.35,8.22
TOTL,7577,Financial,-,,,,-1.42,,,,-2.37,,,,,-4.04,,,,,-5.04,,,,,-6.72,,,,,-3.21,1.27,,,,-6.95,,2.77,,,,-0.69,0.15,,,,,21.03,Yes,,,,1.35,46.17,Yes,,-,,45.82,,-1.66,-2.73,-4.47,482734.0,-0.76,,,,,,360480.0,46.14,49.24,0.23,0.24
TOST,7578,Technology,-,,-2.55,6.6,25.9,,65.0,-0.47,-6.75,,-0.12,,,-44.49,9.35,-18.9,10.17,5.19,,2.0,13.88,,49.78,,2.77,10.01,,,-20.02,,,,73.8,-60.3,,,5.1,,19.9,48.29,2.78,1800.0,5.2,105.4,,53.6,Yes,0.0,,-38.3,1.09,27.88,Yes,0.0,Feb 15 AMC,,27.76,2.2,16.79,-8.77,-32.42,3911095.0,-0.43,13400000000000.0,-548200000.0,1430000000000.0,504410000.0,,3570000.0,18.72,69.93,10.46,11.82
TOLZ,7579,Financial,-,,,,-0.4,,,,-0.51,,,,,-0.13,,,,,0.32,,,,,11.89,,,,,-1.4,1.64,,,,-3.42,,3.48,,,,15.72,0.54,,,,,50.38,Yes,,,,0.26,47.85,Yes,,-,,47.16,,0.15,0.59,0.86,5288.0,-1.44,,,,,,19670.0,40.76,48.83,0.82,1.1
TOPS,7580,Industrials,-,,-0.51,0.25,30.48,1.49,1625.0,0.0,13.31,,,1.1,3.65,-16.94,0.77,99.5,4.08,2.5,-22.56,2.8,0.37,-5.3,,-59.61,0.21,4.83,,-18.0,23.35,,,-52.96,-0.8,-73.52,-0.31,,0.7,35.7,97.4,47.14,0.06,1.0,0.7,-15.1,-11.2,66.74,No,1.57,100.0,-37.9,2.5,0.96,Yes,1.3,-,,1.03,3.0,23.96,14.05,-21.27,1431317.0,7.29,40580000.0,-20000000.0,52900000.0,39830000.0,39730000.0,581120.0,0.7,3.89,8.28,7.87
TOMZ,7581,Industrials,-,,-0.34,21.4,5.56,,61.1,1.06,-14.29,,-0.02,8.6,0.61,-12.98,2.35,258.8,,0.05,-43.28,0.9,1.27,-34.9,3.5,-78.73,0.29,3.87,,-44.1,-30.91,,,17.6,32.6,-82.46,-5.23,,5.2,43.0,60.1,17.53,0.09,29.0,7.6,-48.8,-59.3,44.12,No,0.0,-152.7,-60.4,0.04,1.17,Yes,0.0,Nov 12 AMC,,1.14,2.0,1.81,-24.11,-42.53,74973.0,-2.56,22070000.0,-5700000.0,9400000.0,16840000.0,14270000.0,1840000.0,0.97,6.5,7.04,7.74
TOIIW,7582,Healthcare,-,,-602.09,,13.48,,,,9.78,,,,,-45.99,,,,,-25.19,,,,,-36.88,,,,,46.33,,,,,-64.69,,,,,,68.31,0.15,553.0,,5.4,,58.69,No,,214.7,,0.53,0.84,No,,-,,1.01,,17.42,20.38,-22.0,26764.0,20.58,,,194640000.0,,,50420.0,0.6,2.86,16.61,18.5
TOL,7583,Consumer Cyclical,-,8.23,6.66,1.0,-5.58,4.62,16.88,-6.05,-18.11,0.31,1.97,90.0,3.65,-11.95,0.79,94.7,0.62,2.26,-9.81,43.32,1.27,7.5,75.07,-2.73,12.88,4.26,26.4,16.6,-24.29,0.68,6.02,24.9,8.1,-27.51,1.61,1.24,,11.2,22.1,10.08,2.52,5100.0,,19.5,11.2,36.67,Yes,0.67,95.1,9.5,1.17,57.48,Yes,0.67,Feb 22 AMC,9.2,54.81,2.5,-7.53,-16.38,-11.03,2076617.0,-4.65,6980000000000.0,833600000.0,8789999999999.999,122220000.0,111510000.0,1800000.0,49.79,75.61,3.68,4.24
TOKE,7584,Financial,-,,,,6.24,,,,-4.56,,,,,-14.24,,,,,-23.34,,,,,-46.57,,,,,-4.03,0.37,,,,-58.58,,3.1,,,,8.76,0.34,,,,,53.6,Yes,,,,1.01,11.9,Yes,,-,,11.92,,2.92,-1.03,-20.26,14432.0,0.17,,,,,,14200.0,10.96,28.78,3.04,2.94
TOACW,7585,Financial,-,,,,-16.1,,,,-25.64,,,,,,,,,,,-0.0,,,,,,,,,-27.29,,,,,-33.22,,,,,,16.69,0.03,,,,,,No,,,,0.0,0.32,No,,-,,0.33,,-13.31,-15.83,-15.83,2.0,2.22,,,,,,119320.0,0.28,0.49,1.26,6.81
TNP,7586,Energy,-,,-6.04,33.3,1.37,2.85,164.7,0.0,-11.28,,-0.61,19.5,4.92,-11.28,0.27,49.1,-3.25,3.68,-2.76,68.3,0.11,-3.7,12.33,-19.59,,,10.0,-8.4,2.07,0.2,2.73,-15.9,3.4,-39.87,0.13,2.71,,1.9,27.5,9.48,0.37,,,-7.8,-8.8,45.58,Yes,0.0,-211.2,-21.1,0.61,7.5,Yes,1.03,Dec 16 BMO,,7.39,2.0,-2.78,-2.46,-11.17,103148.0,-1.47,145580000.0,-113700000.0,538600000.0,19790000.0,12670000.0,169320.0,6.75,12.29,4.49,4.46
TOI,7587,Healthcare,-,,-0.32,19.7,9.95,,,0.0,-19.11,,,85.4,2.48,-28.8,2.48,,226.06,5.86,-28.91,7.13,0.99,-3.9,,-36.02,0.0,2478.74,,-4.3,-27.49,,,,,-44.15,,,0.1,,,28.08,0.83,3.0,0.1,10.6,,48.89,No,0.0,-213.8,,0.36,6.71,Yes,0.0,-,,7.07,,3.91,-7.89,-24.03,38418.0,5.37,495750000.0,-8900000.0,199660000.0,28750000.0,24990000.0,105640.0,5.52,12.66,7.59,13.01
TNYA,7588,Healthcare,-,,-1.64,12.59,21.66,,75.0,0.0,15.27,,-0.6,80.1,13.99,-48.14,,-46.4,0.35,18.52,-34.29,11.29,1.28,,31.67,,7.31,1.98,,,-23.54,,,,,-54.72,,,20.8,,,64.29,1.58,100.0,20.8,,,57.76,No,0.0,-159.4,,0.98,14.66,Yes,0.0,-,,14.49,2.0,30.34,-7.45,-26.66,139469.0,-1.16,556130000.0,-56900000.0,,26900000.0,19090000.0,144190.0,8.82,32.0,13.05,13.57
TNXP,7589,Healthcare,-,,-0.3,0.06,3.28,,25.0,4.3,-32.54,,-0.06,17.9,5.24,-59.6,,97.1,0.49,1.25,-68.64,0.55,0.4,-46.5,2.62,-88.99,0.38,0.58,,-49.3,-38.44,,,,,-89.61,1.2,,16.2,,,9.88,0.02,26.0,16.2,,,33.46,No,0.0,46.4,,1.93,0.22,Yes,0.0,-,,0.22,2.0,-9.84,-34.03,-68.64,35202472.0,0.55,106870000.0,-79800000.0,,496250000.0,439320000.0,18430000.0,0.2,2.12,9.15,10.13
TNK,7590,Energy,-,,-8.17,31.9,4.28,,90.5,0.0,-6.56,,-0.8,25.2,2.29,-18.98,0.72,111.2,-3.24,2.38,-3.6,25.89,0.42,-15.9,17.56,-10.38,1.82,6.02,3.0,-28.0,0.64,,,-23.9,7.9,-31.82,0.02,,0.9,10.6,9.6,10.92,0.45,2100.0,1.2,-31.9,-42.2,49.78,Yes,0.72,-16.6,-54.1,0.88,10.96,Yes,0.63,Nov 04 BMO,,10.97,2.1,0.48,-1.19,-14.16,234676.0,0.09,365190000.0,-275900000.0,509900000.0,33900000.0,27950000.0,268500.0,9.89,16.09,4.33,4.24
TOK,7591,Financial,-,,,,1.02,,,,-3.47,,,,,-4.34,,,,,-1.12,,,,,11.29,,,,,-4.5,1.45,,,,-5.52,,1.49,,,,16.61,1.29,,,,,48.58,No,,,,0.1,98.49,No,,-,,97.13,,0.42,-1.65,-0.18,608.0,-1.38,,,,,,6180.0,83.3,102.81,0.62,1.13
TNC,7592,Industrials,-,23.62,3.16,0.4,-0.65,17.68,-2.09,-10.9,-7.37,1.57,0.62,94.1,0.86,-11.57,1.29,-27.1,0.11,3.53,1.59,23.81,3.13,5.5,88.0,-0.45,7.46,9.99,15.0,14.0,-8.03,1.0,21.38,0.8,7.9,-14.73,1.04,1.34,1.3,4.3,41.0,6.26,2.11,4259.0,1.9,3.9,7.1,40.0,Yes,0.61,81.6,5.5,1.08,77.0,Yes,0.6,Nov 02 BMO,28.6,74.53,2.0,-3.38,-6.21,-5.39,47618.0,-3.21,1400000000000.0,59500000.0,1090000000000.0001,18550000.0,18180000.0,44480.0,70.14,87.4,2.18,2.7
TNGX,7593,Healthcare,-,,-0.33,9.8,6.71,,-16.0,0.0,4.22,,-0.27,74.9,4.83,-26.37,121.31,,0.11,12.55,-1.88,5.21,1.8,-8.0,19.2,-17.86,5.73,1.64,,-9.7,-14.26,,,,,-50.21,,,12.3,,,25.07,0.86,83.0,12.3,,,53.95,No,0.0,,,0.85,9.19,Yes,0.0,-,,9.38,1.4,9.22,-3.56,-17.7,140419.0,2.07,824880000.0,-20700000.0,6800000.0,70160000.0,43460000.0,167260.0,7.5,18.84,9.23,10.26
TNL,7594,Consumer Cyclical,-,25.34,2.39,0.9,9.75,13.76,28.97,-6.22,5.88,25.34,0.96,91.5,3.56,6.27,1.79,-155.5,-1.0,4.37,14.19,-9.9,,3.0,72.62,17.63,4.02,15.08,1.0,-21.9,9.75,1.4,12.22,-21.4,-1.5,-11.13,1.79,2.31,2.4,-15.0,49.1,29.59,2.04,15500.0,3.4,36.6,17.5,66.81,Yes,,148.7,7.0,1.96,60.7,Yes,,Feb 23 BMO,50.6,60.66,2.0,8.6,12.39,7.5,1322918.0,-0.07,5220000000000.0,209000000.0,2910000000000.0,86600000.0,84490000.0,687610.0,46.81,68.26,3.13,3.77
TNET,7595,Industrials,-,19.9,4.35,0.8,0.41,17.44,-1.88,-35.19,-3.08,2.73,0.54,94.0,1.33,-17.87,1.3,34.0,-0.22,3.98,-3.52,12.26,7.07,9.6,103.0,3.0,10.38,8.34,7.3,41.4,-9.07,,10.67,55.7,29.0,-20.82,1.28,,1.4,8.7,19.9,24.76,2.52,2700.0,1.4,17.7,9.0,46.79,Yes,0.61,136.8,6.7,1.68,88.65,Yes,0.61,Feb 14 AMC,0.0,86.62,2.0,1.64,-4.95,-1.75,342117.0,-2.29,5670000000000.0,291000000.0,4370000000000.0,66000000.0,61130000.0,204400.0,69.43,109.4,2.8,3.01
TNDM,7596,Healthcare,-,349.97,0.34,0.1,3.31,160.7,149.83,-85.55,-7.43,,0.21,99.1,6.18,-9.21,11.44,-33.2,0.67,6.0,13.38,6.17,19.46,2.8,154.54,16.58,9.44,12.71,,6.1,-20.25,,80.04,53.2,-1.1,-22.98,0.53,,5.8,46.9,53.4,57.55,5.66,1500.0,6.3,45.3,4.3,45.32,Yes,0.72,158.5,3.3,0.48,122.44,Yes,0.72,Feb 22 AMC,0.0,120.04,2.1,0.43,-9.03,4.25,302185.0,-1.96,7560000000000.0,21800000.0,660900000.0,63170000.0,61750000.0,636060.0,76.19,155.86,3.65,4.69
TMBR,7597,Healthcare,-,,-0.19,5.6,6.98,,,-23.13,-1.64,,,3.3,2.17,-29.81,28.58,89.2,-33.39,0.7,-65.57,0.0,,-85.4,,-83.99,0.05,6.72,,-178.2,-3.95,,,67.5,-266.4,-90.0,0.09,,1.8,48.0,,40.33,0.03,6.0,1.8,0.0,,54.65,No,,-157.4,,0.14,0.36,Yes,,-,,0.37,3.0,11.35,-2.04,-55.62,272998.0,0.61,22860000.0,-7200000.0,800000.0,62640000.0,60440000.0,1870000.0,0.26,3.65,5.65,8.46
THY,7598,Financial,-,,,,0.08,,,,0.06,,,,,-1.13,,,,,-2.29,,,,,-4.39,,,,,-1.1,0.55,,,,-9.03,,2.27,,,,8.87,0.2,,,,,44.62,No,,,,1.5,24.16,Yes,,-,,24.19,,0.07,-0.33,-1.86,15983.0,0.1,,,,,,10900.0,22.22,26.59,1.93,0.97
THW,7599,Financial,-,,,,0.74,,,,-6.38,,,15.2,,-11.52,,,,1.49,-10.57,,,,,-11.84,,,,,-8.1,1.4,,,,-14.31,,9.35,,,,9.11,0.29,,,,,44.06,No,,,,0.73,15.08,Yes,,-,,14.97,,-0.22,-4.09,-8.09,89281.0,-0.73,557710000.0,,,37250000.0,,122430.0,13.72,17.47,1.43,2.14
TMAT,7600,Financial,-,,,,6.37,,,,-6.6,,,,,-23.06,,,,,-22.26,,,,,-35.23,,,,,-12.12,0.04,,,,-37.15,,0.23,,,,11.75,0.55,,,,,48.09,Yes,,,,1.88,18.37,Yes,,-,,17.98,,2.22,-6.99,-18.71,35078.0,-2.12,,,,,,19060.0,16.09,28.61,1.7,2.27
TPSC,7601,Financial,-,,,,0.69,,,,-6.46,,,,,-9.24,,,,,-2.5,,,,,4.59,,,,,-7.17,0.33,,,,-10.6,,1.0,,,,7.11,0.6,,,,,43.28,No,,,,0.63,33.48,Yes,,-,,32.99,,-1.28,-3.73,-2.58,2840.0,-1.46,,,,,,4530.0,30.8,36.9,1.28,1.81
TPR,7602,Consumer Cyclical,S&P 500,14.01,2.91,0.3,6.24,10.37,11.63,-5.83,6.57,1.59,1.18,91.3,1.86,-4.44,1.84,211.6,0.18,1.47,-8.9,11.32,3.6,10.2,54.88,4.09,6.04,6.74,8.8,26.9,0.3,1.0,10.51,9.6,16.7,-18.01,1.48,2.46,1.4,5.0,71.5,15.13,1.47,12100.0,1.9,26.3,17.5,60.51,Yes,0.51,57.9,13.7,1.52,40.71,Yes,0.38,Feb 10 BMO,8.4,40.72,2.2,6.73,2.05,-2.05,5325294.0,0.02,11160000000000.0,826100000.0,6050000000000.0,278200000.0,274580000.0,3490000.0,35.37,49.67,3.31,3.77
TPX,7603,Consumer Cyclical,-,14.19,2.87,2.1,3.27,10.75,16.07,-6.97,-8.87,0.43,0.95,97.7,5.67,-7.14,1.68,90.7,-0.21,5.02,-6.76,1.85,21.99,16.3,55.67,26.44,2.63,15.49,33.2,149.7,-13.48,0.36,13.29,44.9,22.7,-19.44,1.82,0.88,0.9,3.1,44.1,40.19,1.53,9000.0,1.3,20.0,17.9,46.88,Yes,6.45,55.2,12.8,0.8,41.77,Yes,6.31,Feb 22 BMO,7.8,40.69,2.1,1.15,-6.62,-4.72,1690676.0,-2.59,7800000000000.0,595300000.0,4630000000000.0,195800000.0,187860000.0,2120000.0,29.02,50.51,3.09,3.86
TPVG,7604,Financial,-,7.73,2.18,1.32,-1.35,11.19,19.98,0.12,-1.92,1.93,0.34,26.2,0.89,-9.4,7.47,-9.6,2.43,1.74,6.64,13.93,1.21,9.2,17.86,18.22,0.74,22.71,4.0,16.5,-6.07,1.44,,2.3,8.5,-12.36,1.77,8.54,,19.0,45.5,22.78,0.43,,,-33.5,35.1,47.99,Yes,0.0,167.6,96.1,0.92,17.06,Yes,0.82,Nov 03 AMC,66.0,16.87,2.3,0.29,-1.54,3.0,143489.0,-1.11,524490000.0,67500000.0,70200000.0,30960000.0,30570000.0,156670.0,13.74,19.25,2.08,2.75
TPST,7605,Healthcare,-,,-21.16,1.7,-9.62,,16.5,3.19,-25.9,,-1.23,32.1,0.42,-71.78,,40.6,0.18,0.88,-76.04,6.48,0.51,-51.2,37.0,-91.63,,,,-74.5,-37.69,,,45.6,,-92.08,0.41,,10.1,,,4.11,0.45,12.0,10.1,,,28.65,Yes,0.0,76.0,,0.4,3.64,Yes,0.34,-,,3.29,1.7,-13.19,-40.18,-74.14,12148.0,-9.62,23130000.0,-27900000.0,,6720000.0,6260000.0,30200.0,3.16,41.55,10.1,13.15
TPTX,7606,Healthcare,-,,-4.23,3.68,1.62,,-34.5,-0.55,-15.7,,-1.39,97.5,4.19,-17.34,56.82,-28.8,-0.25,4.05,-45.09,20.58,1.74,-18.6,126.0,-73.45,21.16,1.69,,-19.1,-25.05,,,,,-74.28,,,27.0,,,13.42,3.21,237.0,27.0,-98.0,,44.88,Yes,0.0,-219.7,,0.93,37.68,Yes,0.0,Nov 09 AMC,,35.75,1.8,-2.06,-12.19,-39.01,459107.0,-5.12,1750000000000.0,-205500000.0,30800000.0,49430000.0,47660000.0,492990.0,31.52,139.0,7.24,9.46
TPOR,7607,Financial,-,,,,-2.0,,,,-11.63,,,,,-22.52,,,,,4.17,,,,,51.38,,,,,-19.36,0.01,,,,-39.72,,0.02,,,,57.13,2.85,,,,,45.47,Yes,,,,1.2,44.37,Yes,,-,,42.19,,-1.62,-10.02,-4.44,69556.0,-4.91,,,,,,58140.0,26.85,69.99,4.99,6.49
TPLC,7608,Financial,-,,,,0.32,,,,-4.57,,,,,-4.52,,,,,-1.51,,,,,10.9,,,,,-7.45,0.25,,,,-7.79,,0.7,,,,17.83,0.63,,,,,45.89,No,,,,0.58,36.48,Yes,,-,,35.84,,-0.23,-2.98,-0.53,6635.0,-1.74,,,,,,11420.0,30.42,38.87,1.29,1.75
TPIF,7609,Financial,-,,,,0.42,,,,-3.54,,,,,-4.27,,,,,-6.8,,,,,0.02,,,,,-4.03,0.61,,,,-8.17,,2.18,,,,3.85,0.33,,,,,46.84,No,,,,0.63,28.28,Yes,,-,,27.94,,-0.23,-1.66,-3.89,5529.0,-1.22,,,,,,8690.0,26.9,30.42,0.75,0.92
TPHS,7610,Real Estate,-,,-0.55,7.2,0.0,,,0.31,4.32,,,56.4,0.49,-7.01,17.95,389.4,12.37,4.54,-22.98,1.72,1.05,-5.2,,-18.1,0.03,71.8,,-29.3,-1.63,,,21.2,-5.0,-40.46,0.46,,,8.4,-85.3,7.1,0.06,9.0,,666.7,,52.02,No,4.87,81.1,,0.22,1.76,Yes,4.87,-,,1.81,,1.93,-0.5,-9.24,6786.0,2.84,64620000.00000001,-17700000.0,3600000.0,32759999.999999996,28360000.0,30420.0,1.69,3.04,2.05,3.23
TPH,7611,Consumer Cyclical,-,6.1,3.68,0.2,-6.57,4.94,14.2,-71.06,-14.0,,1.25,,3.7,-8.47,0.7,48.2,-0.02,3.48,-7.72,20.87,1.08,10.6,31.71,4.17,4.96,4.54,-0.6,19.2,-19.4,,6.22,11.3,7.8,-20.52,1.53,,,6.3,25.0,26.01,0.97,1163.0,,24.1,14.8,36.52,Yes,0.57,92.6,11.4,1.18,23.61,Yes,0.57,Feb 17 BMO,0.0,22.48,2.2,-7.62,-12.71,-5.71,1354858.0,-4.79,2660000000000.0,436900000.0,3830000000000.0,112780000.0,109190000.0,1160000.0,17.84,28.28,3.91,4.07
TPHD,7612,Financial,-,,,,-0.9,,,,-3.1,,,,,0.01,,,,,1.46,,,,,16.6,,,,,-3.13,0.64,,,,-4.53,,2.03,,,,17.78,0.46,,,,,45.47,No,,,,0.37,32.1,No,,-,,31.48,,-0.87,-0.92,2.21,7065.0,-1.93,,,,,,18950.0,26.73,32.98,1.24,1.53
TPL,7613,Energy,-,35.4,30.4,0.1,-1.3,21.6,40.0,39.28,-11.9,1.77,11.14,57.4,2.44,-19.68,22.0,-44.8,0.05,6.74,-28.66,77.54,13.88,37.5,1340.0,0.11,48.23,22.31,20.03,43.9,-13.83,11.0,106.38,30.0,35.8,-39.33,2.29,1.02,,30.7,96.4,13.73,48.95,102.0,,66.3,77.2,43.59,No,0.0,81.3,62.3,0.88,1066.92,Yes,0.0,Feb 23 AMC,60.0,1076.19,3.0,0.31,-8.56,-20.5,24054.0,0.87,8320000000000.0,235700000.0,378100000.0,7750000.0,7580000.0,27440.0,946.29,1773.95,3.72,5.16
TPIC,7614,Industrials,-,,-1.81,0.5,-1.21,,73.0,146.72,-22.76,,-1.56,99.49,10.42,-57.11,0.21,-19.5,1.69,3.31,-74.96,3.54,3.0,-7.0,26.43,-86.01,3.3,3.22,20.0,-39.0,-29.01,,,-58.8,1.8,-86.95,1.62,,0.9,23.3,2.3,3.21,0.86,14900.0,0.9,1.2,-0.6,34.84,Yes,2.0,-173.1,-3.7,0.86,11.14,Yes,0.08,Nov 08 AMC,,10.62,2.6,-9.77,-24.29,-67.49,982257.0,-4.67,383380000.0,-67099999.99999999,1810000000000.0,37050000.0,35860000.0,1130000.0,10.29,81.36,6.05,7.51
TRMD,7615,Energy,-,,-0.97,0.37,4.7,22.26,179.5,0.0,-6.48,,-0.17,71.91,1.44,-3.23,1.15,-126.8,,2.25,-2.26,13.03,0.6,,12.0,-2.26,,,,,-2.14,,,,,-23.33,,,,,,26.26,0.36,457.0,,-3.2,,54.6,No,,,,1.05,7.26,Yes,,Nov 10 BMO,,7.79,,5.02,1.78,-5.56,182411.0,7.3,628960000.0,,546660000.0,80740000.0,26580000.0,169610.0,6.17,10.16,4.11,4.43
